"C","Long Term 1 FTR Auction Results"
"C","Filename: long_term_1_ftr_auction_results_2024.csv"
"C","Report for: 2024"
"C","Report generated: 10/10/2024 13:27:41 EDT"
"H","Auction Name","Customer ID","Customer Name","Source Location ID","Source Location Name","Source Location Type","Sink Location ID","Sink Location Name","Sink Location Type","Buy/Sell","ClassType","Award FTR MW","Award FTR Price"
"H","String","Number","String","Number","String","String","Number","String","String","String","String","Number","Number"
"D","LT1 2024","90533","Dynasty Power Inc.","329","UN.ASCUTNEY46  ASCU","NETWORK NODE","4462","LD.WINDSOR 46","NETWORK NODE","BUY","OFFPEAK",16,0
"D","LT1 2024","90533","Dynasty Power Inc.","329","UN.ASCUTNEY46  ASCU","NETWORK NODE","4462","LD.WINDSOR 46","NETWORK NODE","BUY","ONPEAK",16,0
"D","LT1 2024","90533","Dynasty Power Inc.","331","UN.ROXBURY 34.5AZIS","NETWORK NODE","4170","LD.NORWAY  34.5","NETWORK NODE","BUY","OFFPEAK",2,295.48
"D","LT1 2024","90533","Dynasty Power Inc.","345","UN.9DRAGONS115 BOIS","NETWORK NODE","46661","LD.NORWAY  12.5","NETWORK NODE","BUY","OFFPEAK",0.1,301.01
"D","LT1 2024","90533","Dynasty Power Inc.","345","UN.9DRAGONS115 BOIS","NETWORK NODE","73280","AR.W_BUXTON34.5BONBD","NETWORK NODE","BUY","OFFPEAK",10,289.47
"D","LT1 2024","90533","Dynasty Power Inc.","345","UN.9DRAGONS115 BOIS","NETWORK NODE","49024","LD.LUDDN_LN34.5","NETWORK NODE","BUY","OFFPEAK",6.6,7.63
"D","LT1 2024","90533","Dynasty Power Inc.","345","UN.9DRAGONS115 BOIS","NETWORK NODE","49024","LD.LUDDN_LN34.5","NETWORK NODE","BUY","ONPEAK",6.2,21.42
"D","LT1 2024","90533","Dynasty Power Inc.","349","UN.BPT_RESC13.8BPTR","NETWORK NODE","4436","LD.ASHCREEK13.8","NETWORK NODE","BUY","OFFPEAK",6.8,1.33
"D","LT1 2024","126652","Transgrid Midwest LLC","349","UN.BPT_RESC13.8BPTR","NETWORK NODE","4438","LD.OLD_TOWN13.8","NETWORK NODE","BUY","OFFPEAK",7,17
"D","LT1 2024","126652","Transgrid Midwest LLC","349","UN.BPT_RESC13.8BPTR","NETWORK NODE","4438","LD.OLD_TOWN13.8","NETWORK NODE","BUY","OFFPEAK",20,17
"D","LT1 2024","90533","Dynasty Power Inc.","349","UN.BPT_RESC13.8BPTR","NETWORK NODE","4436","LD.ASHCREEK13.8","NETWORK NODE","BUY","ONPEAK",6.4,0.1
